Sentiment Label,Ratings,Feedback_PT
1,5,Sou muito grato a este hospital e ao Dr. por curar o problema de saúde do meu pai com seu tratamento hábil. Eu realmente aprecio todas as equipes de médicos e equipe de enfermagem por seu compromisso. Excelente serviço
1,5,Adoramos a hospitalidade dos funcionários e médicos. Eles são tão trabalhadores e fazem esforços para garantir boa saúde e segurança dos pacientes. Dr. Gayathri é um excelente médico que também fornece orientação e apoio emocional
1,3,Estamos realmente satisfeitos com o serviço da Fortis. Não há ponto negativo sobre este hospital. Bem conservado e muito sistemático. A melhor parte é que seu tempo não será desperdiçado nem mesmo por 1 min. Obrigado pelos médicos e por todos os outros trabalhadores.
1,5,"Tive uma visita de emergência ao hospital com meu pai, hospitalizado por alguns dias devido a uma cirurgia. Os médicos e funcionários do hospital tomaram o máximo cuidado. A melhor parte do hospital é que a equipe segue seus processos e protocolos tão bem."
1,5,Boa hospitalidade e serviços.
1,4,Ótimo hospital com padrões de qualidade.
1,5,"Dr. Chaya Patel é um médico muito bom, conhecendo -a de 10 anos. Educado e experiente."
1,3,"Diagnóstico, tratamento e cuidado são bons. É uma grande organização e uma grande equipe de médicos e equipes de apoio fazendo um trabalho decente! O custo é um pouco mais alto. Um berço pode ser fornecido para os participantes em General Ward. O processo de descarga não foi suave."
1,5,A enfermaria também era muito limpa e bem conservada (escolhemos uma sala de compartilhamento gêmea).
1,5,A equipe de Pulmonologist fez um diagnóstico muito completo e sugeriu o melhor curso de tratamento.
1,4,"Toda a minha experiência de gravidez no Fortis foi fenomenal. Do pré -natal à entrega, minha experiência de ser uma mãe pela primeira vez foi a experiência mais memorável. Obrigado, Gayatri D Kamath e Team por tornar o dia mais feliz da minha vida ainda melhor !!"
1,5,Excelente serviço. Tudo é bem cuidado pela equipe aqui. A comida também é boa. Quartos muito bem mantidos. Estou totalmente satisfeito com os tratamentos e hospitalidade neste hospital. Muito obrigado equipe da Fortis.
1,5,"Dr. Sheela é um médico muito profissional e experiente. Boas instalações e a equipe também é boa. No entanto, durante as autorizações de seguro, você pode ter que enfrentar um pequeno problema. No geral, um hospital muito bom com ótimas instalações."
1,4,É uma grande organização e uma grande equipe de médicos e equipes de apoio fazendo um trabalho decente! O custo é um pouco mais alto.
1,5,Eles foram um grande apoio durante os difíceis que funcionários da noite foram excepcionais sempre correndo em auxílio das pessoas. Senti que eles estavam sobrecarregados com o trabalho.
1,4,"Sobre todo o ótimo serviço e apoio, todos os funcionários eram pessoas incríveis."
1,4,O Aster Hospital possui os sistemas e técnicas mais recentes que o hospital é muito limpo e bem conservado.
1,5,"Eu os recomendo de todo o coração a qualquer pessoa que precise de cuidados cardíacos, sua combinação de experiência médica e compaixão genuína é realmente notável"
1,4,"Eles são mestres em consultas em serviços de laboratório de tratamento e no carro, graças às equipes de seguros e segurança da UTI de emergência."
1,5,Funcionários úteis gerais e bom serviço.
1,3,A gestão da multidão pode ser melhorada e a equipe de suporte de enfermagem pode ser aumentada nos departamentos
0,2,"O pior hospital apenas por causa do bom médico chegamos aqui, exceto que tudo aqui é pior."
1,4,A Aster CMI é um dos melhores hospitais com boas instalações e os principais consultores do sul da Índia.
1,4,Eu recomendaria fortemente este hospital a quem quiser tratamento de primeira classe e melhores serviços administrativos.
1,5,Um dos melhores hospitais com boas instalações que fizemos no check -up de corpo inteiro para a equipe realmente boa e uma equipe amigável
0,2,Estávamos na ala geral e não havia uma opção de chamada de enfermeira fornecida
1,4,Admitido por tratamento de dengue sob o médico Brunda Madame tratado muito bem e me ajudou a melhorar as placares em pouco tempo
1,4,"Recebi vibrações positivas ao sair do hospital que eles forneceram bem o cartão, para mim, para mim, para mim, excelente tratamento de serviço."
1,3,"Se você tiver dinheiro suficiente, poderá escolher este hospital, não há limite para saquear pacientes aqui."
1,3,"Para hospitização abaixo, os médicos seniores são bons médicos JR não estão compartilhando ou respondendo por nenhuma dúvida"
0,2,"O apoio à estação de enfermagem é muito ruim, temos que acompanhar tudo."
0,1,Eles apenas dizem que o Wait Doctor virá ou testará não iniciar dados adequados que eles têm.
1,4,"Doutor de tratamento fantástico Nagamalesh Sir removeu dois blocos com sucesso e ele me deixou muito confortável, um suporte impressionante ao procedimento."
1,4,O Dr. Somshekar é o melhor que ele deu à minha mãe uma segunda vida.
1,5,Os funcionários são simpáticos e excelentes em qualquer serviço que prestem.
1,3,Este é um hospital extremamente caro que não pode ser concedido sem seguro.
1,4,"No atendimento ao paciente, foi ótimo durante os primeiros dias a equipe de enfermagem foi muito rápido para responder e muito amigável."
1,5,Visitas regulares dos médicos excelente manutenção de casas.
0,2,A comida leva muito tempo para receber comida entregue novamente do lado caro.
1,3,Muito pode melhorar neste lugar para tornar a experiência ótima.
1,4,"Já se passaram 7 meses desde o acidente agora e eu estou de pé de volta, graças à Aster CMI por seus bons cuidados de saúde."
1,4,"A experiência de registro foi rápida e livre de aborrecimentos, os laboratórios de diagnóstico também são bons."
1,5,"No geral, é um hospital bom e limpo, que o torna um dos hospitais mais favoritos para moradores e pacientes internacionais."
1,4,"Os médicos são os melhores da cidade, juntamente com a ótima infraestrutura, fazem deste um hospital preferido para todos."
1,5,Tive uma experiência muito boa com o médico do hospital Dr. Brinda Dr. Lokesh e o cirurgião Dr. Santosh Nu Neuro.
1,5,Fiquei muito feliz e totalmente satisfeito com as preparações pré -cirurgia/ operações de cirurgia e cuidados pós -cirurgia.
1,5,Minha experiência com o hospital foi boa no geral.
1,4,O hospital possui boa infraestrutura e instalações.
1,4,"Quando se trata de médicos, eles têm muitos médicos bem experientes e conhecedores."
1,5,Menção especial a enfermagem excepcional e outros funcionários médicos e não médicos que eram muito carinhosos e checando a criança de vez em quando.
1,4,Especialmente o Sr. Rajesh cuidou da mãe como qualquer coisa sempre que o que pedimos que ele havia ajudado e organizou um ótimo trabalho
1,5,"Recentemente, tive uma experiência positiva no Hospital Aster CMI."
1,4,"Estou tão feliz que fizemos um transplante de rim para minha esposa no Hospital Aster, posso dizer o melhor hospital com excelente serviço."
1,5,"No geral, o hospital acompanha a boa manutenção e a limpeza das enfermarias para garantir a higiene."
1,4,"Visitei o Departamento de Oncologia Médica O processo de consulta era um pessoal suave, foi educado e útil."
1,5,"No geral, foi um bom tratamento em termos de tratamento e os serviços também foram muito bons."
1,5,"Todo o departamento de Gynac, incluindo as enfermarias e enfermeiros da equipe de Medicina Fetal, funcionou de maneira muito eficiente e eficaz ao longo do tempo."
1,4,Minha esposa recebeu uma entrega de massagem de cortesia que acelerou sua recuperação e foi muito relaxante para ela.
1,5,A equipe também organizou um bolo surpresa cortando para nós como parte da celebração.
1,4,"O processo de admissão foi notavelmente suave, refletindo o compromisso do hospital com a eficiência e o conforto do paciente."
1,4,"A equipe mancava o alto nível de profissionalismo e compaixão, fazendo-me sentir-me bem cuidada ao longo da minha estadia."
1,5,"Tive uma boa experiência com o Dr. Sanjay Bhatt, que dá tempo para os pacientes entenderem seu problema e fornecer a medicação e a sugestão certas."
1,5,Todo bom tratamento da equipe de cirurgia pediátrica.
1,5,"ASTER tem sido o lugar para todas as minhas necessidades médicas, eles têm um dos melhores cuidados médicos que você pode obter."
1,5,A equipe é cuidada e um dos hospitais mais eficientes que já visitei.
1,3,Eu tive alguns problemas nas tarefas da cama provavelmente devido à carga do paciente no hospital.
1,5,"As enfermeiras fizeram um excelente trabalho, especialmente Manjari Payal e Moushmi, que sempre compareciam com um sorriso quando necessário."
1,3,Eu acredito que o hospital é caro em comparação com outros.
1,3,O custo do hospital é mais.
0,2,Eu não gostaria de recomendar este hospital a ninguém por causa da conta que eles preparam no momento da alta.
0,1,"Eu tinha uma única sala privada, mas não estava limpa e a equipe era muito rude"
0,2,"A comida não é saborosa e não é bem feita, isso definitivamente pode melhorar"
1,4,Minha esposa durante o tratamento obteve grande apoio da equipe médica em geral.
1,3,"A única preocupação é com o processo de admissão e a cantina, precisa ser melhorada."
1,4,"Chegou ao departamento de radiologia para a ressonância magnética de minha esposa e a tomografia computadorizada, foi feito de uma maneira rápida e muito positiva."
1,5,Estou extremamente feliz da maneira como ela está me ajudando em minha jornada de perda de peso.
1,3,Solicitei para fornecer mais funcionários em General Ward.
1,5,A instalação de salas da enfermagem do Staffs de Equipes do Serviço de Alimentação foi excelente.
1,4,"Admitido um dia para a observação médica 1 semana antes da entrega, todo o processo novamente foi muito tranquilo."
1,4,Todos os produtores foram tomados com muito cuidado e limpo e suave.
1,4,Shridhara S da equipe de enfermagem deu imenso apoio e feliz por ele.
1,5,"O ginecologista Bhavani Madame é um bom tratamento de comunicação e tratamento, tudo é v bom"
1,3,"Os pobres não podem pagar este hospital, na minha opinião, se você tiver seguro médico, é fácil."
1,4,"Para as enfermeiras neuro da ICU do 5º andar (grite para Samima e cheio). Obrigado, você fez um ótimo trabalho."
1,5,Tudo está tão bem coordenado que sou definitivamente um paciente feliz.
0,2,"Funcionários e enfermeiros são bastante arrogantes e rudes, eles não são pontuais e acredito que, se houvesse uma emergência séria, eles ainda chegariam tarde."
0,2,O valor que estamos pagando não vale a pena.
1,4,"Meu bebê foi admitido no hospital e o tratamento foi bom e a segurança era gentil e educada, especialmente Sangeeta e Shraddha."
0,2,"Os serviços de funcionários e enfermeiros são piores, somos apenas para tratar o paciente e informar para dar comprimidos ao paciente."
1,5,Muitos outros médicos e equipe de apoio nos ajudaram a superar essa situação.
0,1,"Se as enfermeiras não sabem como fazer o trabalho deles, não poderiam trabalhar perto de um paciente."
1,4,O hospital é muito limpo e bom e o doutor Ravikumar C P é trata nosso bebê dentro de três dias que nosso bebê se sentiu melhor e ela se tornou ativa.
1,5,"Um dos melhores hospitais e boa resposta do Dr. Estou feliz com o serviço e os valores mobiliários, é bom ver que eles são comunicações com os participantes."
1,4,"A equipe é rápida em seus serviços, excelente equipe especial, graças ao Venamma tomou um lugar limpo de bom cuidado."
0,2,Experiência muito ruim.
0,2,"As pessoas que lidam com o seguro são muito descuidadas, elas nem se incomodam com a tensão e as emergências do paciente."
0,1,Eles sempre dão comunicações erradas. Esta é realmente uma parte muito triste sobre o hospital.
1,4,"Estamos muito felizes com o tratamento, desde que o tratamento forneça consultoria e preocupação com a tecnologia e os médicos do Hospital Aster CMI."
0,2,Pior experiência no Hospital Aster CMI
1,4,Ela estava excepcionalmente bem em lidar com os pacientes por suas palavras suaves que deixou os pacientes preocupados confortáveis.
0,2,Eles estão enganando as pessoas por não informar sobre os termos e condições adequadamente.
1,5,A cirurgia correu muito bem e a recuperação é boa a partir de agora.
0,2,"O pior hospital para acompanhar até tentou andar de compromisso, mas o médico não aceita pessoas."
1,4,Os cuidados de enfermagem dados pelos enfermeiros durante todos os turnos foram bons.
1,5,"A equipe de serviço de suporte também foi boa em seu trabalho em geral, a experiência foi muito boa e mais uma vez graças a toda a equipe ASTER"
0,2,Pior hospital e administração
0,1,A equipe não é nada útil e não fornece instruções claras
0,2,Eu também esperei uma hora com uma consulta confirmada e a senhora na recepção foi muito rude
0,1,Esta foi a pior experiência com um hospital em toda a Índia
1,4,"Muito obrigado a todos os funcionários, mesmo que eles comemoraram o aniversário da minha filha e o médico sênior Harish também participou."
1,3,"Os outros serviços são bons, mas a reabilitação é horrível, por favor, corrija essa falha."
0,2,"Comida horrível, pior comida entre todos os hospitais que conheço em Bangalore."
0,2,"Pessoal de limpeza muito que não responde, eles vão limpar e substituir os lençóis às 5 da manhã quando o paciente estiver dormindo"
0,1,"O fã de exaustão no banheiro não estava funcionando, esse é um problema de segurança se você precisar usar o banheiro após outro paciente doente."
1,4,"No geral, o hospital é muito caro para o tipo de serviço e comodidades fornecidas."
1,4,Eu poderia dizer facilmente a Aster CMI é o melhor hospital para crianças em Bangalore inteiro.
1,4,"O Dr. Sapna Lulla era muito bom, tudo era muito suave."
1,5,"Muito conveniente, bom serviço de estacionamento, serviço rápido na recepção, teste de laboratório de médicos bem educados / experientes a tempo."
1,4,Eles cuidaram de tudo e fizeram o paciente se sentir absolutamente confortável.
1,3,Espero mais atitude profissional das equipes que conhecemos dois médicos estão ocupados e permitimos menos tempo para nós.
1,4,Gostei muito da experiência geral que os médicos seniores são realmente qualificados e precisos em seu diagnóstico/tratamento.
1,4,cuidando bem do serviço de alimentação do paciente.
1,5,O hospital é muito bom e um tratamento rápido satisfeito com a instalação.
1,5,Meu respeito e apreço por todas as enfermeiras muito bem -sucedidas.
1,4,A equipe de serviço de suporte também fez seu trabalho muito bem.
1,4,"Tivemos um dos melhores serviços prestados por todos os médicos e equipe de enfermagem, especialmente a irmã Trivani, foi a melhor em seu serviço."
1,5,"Estamos muito satisfeitos com o tratamento durante sua estadia no hospital, a equipe de enfermagem"
1,4,A equipe foi muito simpática e prestativa
1,4,Eu recomendo o Aster Hospital para um ótimo atendimento ao paciente.
1,4,Toda a equipe de neurocirurgia é excelente e incrível agradecimento à Dra. Nirmala e a todos os outros médicos da UTI que cuidaram de mim
1,4,Todas as equipes de enfermagem e outras equipes também funcionaram e cuidaram bem de nós.
1,4,"Toda a recepção da equipe foi muito gentil e receptiva, eles estavam me guiando adequadamente com o procedimento"
1,5,Estou muito feliz com o serviço prestado obrigado
1,5,"Manjari, da cantina, prestou um bom serviço a nós, ela mantém a comida a tempo."
1,5,"Todo o bom serviço do hospital e da equipe, muito obrigado hospital e funcionários da CMI."
0,2,"Nunca vi essa casa ruim mantendo, mesmo após a solicitação múltipla, eles não fornecem o que é solicitado."
1,3,E o código de barras do scanner que eles colaram em todos os lugares para o link de feedback não funciona.
1,4,Tivemos uma experiência maravilhosa no Hospital Aster CMI durante nossas visitas médicas para meu pai
1,5,Todos são o tratamento cooperativo e útil é ótimo e o hospital é bom.
1,5,As irmãs aqui também cuidam bem dos pacientes e são educadas para os participantes.
1,4,A CCU Security Mamatha é muito educada e fala vários idiomas e é muito amigável.
1,5,As instalações aqui são muito boas e você obtém a confiança de que será bem tratado quando estiver aqui e voltar saudável.
1,3,Os testes são muito caros e sem seguro isso queimará um buraco no seu bolso
1,4,Estou extremamente impressionado com os serviços oferecidos no Hospital Aster CMI.
1,4,"As instalações eram modernas e bem mantidas, criando um ambiente confortável para os pacientes"
1,5,Sou imensamente grato pela experiência positiva e excelente assistência médica fornecida pelo Aster CMI Hospital
1,5,Estamos muito felizes com a experiência e ficaremos gratos para sempre.
1,4,"Obrigado pelo hospital, recebemos um bom tratamento."
1,5,O paciente tem esperança e tem completa fé de que será tratado e manterá boa saúde.
1,4,"Fico feliz em escolher este hospital, muito obrigado a todos por todos vocês, um bom apoio"
1,5,Leva muito tempo para dar relatório.
1,4,Eles eram realmente amigáveis ​​e os cuidados de enfermagem foram realmente excelentes.
1,5,"O Aster Hospital é excelente em Bangalore, com todos os bons serviços, todos são bons e prestativos."
0,2,As equipes de enfermagem são muito preguiçosas
1,4,O coordenador do piso John foi muito útil e a segurança também é muito boa.
0,1,Pior profissional de trabalho.
1,4,Doutor Akshay Sir e Pavan Kumar é uma boa pessoa que ele tratará muito bem o paciente
1,3,A área de jantar não é mantida na área de jantar de poço é muito pequena.
1,5,"Estamos muito satisfeitos com o tratamento dele, ele nos explicou o tratamento que entendemos bem."
1,5,"Existem várias salas de espera e cafés, o hospital é muito limpo"
1,5,"Mamatha é muito educado e fala vários idiomas e é muito amigável, bom serviço geral"
1,5,"Referiremos os outros, pois estamos totalmente satisfeitos com os cuidados e hospitalidade."
1,5,Hoje é nossa alta e estamos felizes em sair daqui.
1,5,"Graças ao Dr. Umesh e à equipe, todos os outros médicos e funcionários estão operativos e apoiados, somos gratos pelo tratamento."
1,4,"Medicamentos e equipes de enfermagem são muito bons e co -operatórios, tivemos uma boa experiência no hospital"
0,2,"A equipe é rude, especialmente enfermeiros e funcionários de cobrança, que se comportam como se fossem donos do Hospital"
0,1,Eles não tratam na enfermaria de emergência para que o paciente não fique bem até que se tornem potencial no paciente ou no cliente.
1,4,Obrigado pelo bom tratamento de cuidados de enfermagem é muito bom
1,5,Ótimos Hospital Médicos Amazuladores O Dr. Sahana cuidou tão bem de mim enfermeiros e funcionários foi muito atencioso.
0,2,Tive atrasado com a equipe de manutenção da casa
1,4,Lakshmi foi muito útil ao organizar a varredura aprecia todos os seus esforços
0,2,As tarefas domésticas não responderam por questões que não se importavam com nossos problemas
1,4,A enfermeira Panchali em serviço noturno muito educado e amigável que faz o paciente se sentir caseiro.
0,2,Nenhum participante de emergência está lá.
0,1,Nenhuma enfermeira ou funcionário respondeu bem ou deu nenhum primeiro soco.
1,4,Eu tive uma experiência muito sensível e atenciosa com meu pai
0,2,Esta é a primeira experiência pior para nós no hospital.
1,5,"Dr. Rajini, senhora, nos tratou muito bem"
1,4,"A cirurgia foi muito boa, tudo correu bem, ele está indo bem após a cirurgia, estamos felizes"
1,4,A infraestrutura hospitalar é extremamente boa.
1,3,Os alimentos dados a pacientes e participantes durante a TMB estava abaixo da média e não atendiam aos requisitos nutricionais
0,2,O médico era muito arrogante e quase se comportou como um hooligan como ele não deveria ser médico
1,4,A viagem neste hospital correu bem e estamos muito felizes com o tratamento dela e com a natureza amigável da equipe.
1,4,Os funcionários da enfermagem à limpeza eram todos muito agradáveis ​​e profissionais.
1,4,"Obrigado a todos por suas ações imediatas, que liderem o caminho para a recuperação das minhas tias."
1,5,Eles oferecem que os enfermeiros de boa e qualidade são muito amigáveis ​​e os equipamentos são bons.
1,5,Todos os médicos e funcionários são de segurança operacional que Jyothi Lakshmi fez um bom trabalho.
1,5,Muito boa sobre dieta e ela deu um bom plano de dieta para minha doença.
1,5,Tive uma boa experiência com a equipe da ASTER excluindo médicos de enfermagem departamento de lactação AIDS de enfermagem de enfermagem
1,5,Tratamento muito bom recebido graças a Sir Sri P R Dayanidhi e Ishika Security Ayang Madame de Arunachal
1,5,"A equipe de enfermagem é muito boa e educada e nos sentimos muito confortáveis, muito obrigado por todo o apoio e cuidado"
1,5,Bom tratamento geral e excelentes equipes de médico e enfermagem.
1,5,"Graças a todos os médicos, o tratamento da equipe é maravilhoso, estamos completamente satisfeitos"
0,2,Médicos rudes rudes fisioterapeutas rudes enfermeiras inexperientes
0,1,As pessoas do departamento de cobrança e admissão não têm coração e são muito rudes.
0,2,O médico que conduziu a cirurgia de meu pai também foi rude e falou arrogantemente conosco.
1,4,As equipes de enfermagem também estão realmente sob sua equipe de serviços de apoio e apoio ao tratamento também foram boas.
1,4,"O Dr. Nishta realizou minha colposcopia e biópsia, então, sem esforço, me fez sentir muito confortável."
1,5,"Mais uma vez, obrigado pelo seu serviço excepcional e por tornar minha cirurgia no ACL positiva."
1,4,O tratamento médico é um bom carinho de enfermagem é bom e os serviços de apoio são muito excelentes.
1,3,"Se você não tiver seguro, não escolha este hospital."
1,4,"O bom trabalho é a sala do departamento de limpeza e a limpeza do banheiro é agradável, especialmente a equipe."
1,5,A nutricionista Aruna Devi explicou muito bem que estamos muito satisfeitos com o aconselhamento dela que ela havia dado ao Plano de Diet muito obrigado.
1,5,"O departamento de cura e limpeza de tratamento médico é muito excelente, especialmente a equipe de HK."
1,5,"Serviço de enfermagem também é bom obrigado por tudo, obrigado pela equipe da Ortho."
0,2,"Eles me confirmam para a consulta, mas ninguém está respondendo."
0,2,É uma experiência ruim em geral.
0,2,O médico não teve tempo de ouvir meus problemas nem me explicar nas opções de tratamento
0,2,Falha completa do sistema de gerenciamento hospitalar e treinamento fundamental de comunicação de pacientes.
0,1,Comportamento e atitude muito fracos exibidos pelo Dr. Ashwin Kr.
0,1,"Este é o pior hospital em dois meses, meu pai admitiu três vezes e, no entanto, o médico não consegue descobrir qual é o problema."
0,2,Os procedimentos de alta são tão lentos principalmente devido aos enfermeiros devido à falta de entendimento e importância dos pacientes.
1,5,E também a irmã Leema foi muito útil para explicar o seguro e foi gentil.
1,3,"O tratamento e os cuidados de diagnóstico são bons, é que um grande custo da organização é um pouco mais alto no processo de descarga lateral não foi suave."
1,5,A enfermaria também era muito limpa e bem conservada.
1,4,Minha mãe foi tratada pelo Dr. Vivek Padegal e a equipe da equipe de Pulmonologist fez um diagnóstico muito completo e sugeriu o melhor curso de tratamento.
1,5,O tratamento e o cuidado do diagnóstico são bons.
1,5,Serviço incrível
1,4,Bom
1,5,É uma grande organização e uma grande equipe de médicos e equipes de apoio fazendo um trabalho decente! O custo é um pouco mais alto.
1,5,Estou muito feliz com esses serviços.
1,3,"A qualidade dos alimentos no hospital precisa de melhorias, de outra forma excelente serviço dos amigos médicos e hexa."
1,5,"Nirmala foi coordenado o caso do meu filho muito experiente e final apoiado pelo final, recomendo fortemente a Hexa Health."
1,4,O momento da admissão e quitação para pacientes de seguro pode receber mais clareza.
1,4,Bom serviço de Dilip Kumar
0,1,"Então, pior experiência."
0,1,"Os caras da recepção são piores, eles fazem você esperar como o inferno."
1,4,"Conheci o Dr. Sagar C em Pulmonology, somos muito gratos a ele por sua adequação que a reserva on -line de consultas on -line foi útil para o estacionamento também foi um desafio."
1,3,"O único ótimo médico disponível e o genuíno é a MS, se não for para Sujith MS, nem sequer visita este hospital."
0,1,"Fui ao Hospital Narayana para visitar o obstetra Dr. Janani Sarvanan, ela é literalmente um Deus totalmente invisível e para sempre indisponível."
1,5,Bom serviço do Dr. Jagadish em nos ajudar a resolver nossos problemas Dilip Kumar em coordenação
1,5,"Encontrei um excelente serviço de Rajeshwari de Billling e Mod Soojanya, eu agradeceria pelo maravilhoso apoio e ajuda."
1,5,Um bom serviço do paciente do Hospital Pacotal Acherasree será recuperado rapidamente.
1,4,Bom serviço de Dilip Kumar.
1,5,"O tratamento do Dr. Sujith é muito bom, ele analisará doenças do relatório para uma melhor cura."
1,5,Eu realmente gostei do serviço lá graças ao médico de emergência Abhishek e graças ao guarda de segurança lá.
1,4,Bom hospital.
1,5,Bom serviço da Dilip em nos ajudar a consultar.
1,3,"Ficou satisfeito com o teste e o tempo gasto para isso aproximadamente, ela teria explicado todos os detalhes do teste realizado, que não apenas em 5 minutos ela concluiu."
1,5,Bom serviço por Dilip.
0,1,O departamento de emergência é o pior do departamento de emergência que já vi em Bangalore.
1,5,Serviço e resposta geral são muito bons
1,4,Nova experiência excelente obrigado NH.
1,5,"Bom serviço de Dilip Kumar, ajudando -nos a terminar as coisas mais rápidas no OPD"
0,1,Narayana deve tentar educar seus funcionários sobre protocolos de triagem porque o serviço não se parece com o de um hospital.
0,2,"Esta revisão não é especialmente sobre o hospital, por que eu tenha marcado uma consulta pessoal com ela há alguns meses para entender os riscos e consultas gerais sobre educação sexual e precauções contraceptivas a serem tomadas."
0,1,"Foi a primeira vez que consultei um médico sozinho e, francamente, foi uma experiência feia tê -la como meu médico naquele dia."
0,2,"Sinto -me compelido a compartilhar minha experiência recente em seu hospital e, infelizmente, estava longe de ser satisfatório."
0,1,"O pior hospital de todos os tempos do mundo. Por favor, se você estiver em emergência ou mesmo não em uma situação de emergência"
1,5,O serviço é tão ridículo.
0,1,"Nenhuma resposta a qualquer consulta, mesmo quando é o erro deles, eles continuam repetindo os mesmos erros e, no final, é a falha do paciente."
1,4,Foi uma experiência e uma equipe incrível no balcão foram muito operacionais e úteis em todos os meus requisitos no hospital. Thnx
1,5,Dr. Pratibha Dermatology Dr foi muito bom
1,4,Tivemos uma ótima experiência no hospital Dr. Amarnath Reddy Sir é uma personalidade geniosa e um médico muito atencioso.
0,2,O pior hospital As pessoas dentro eram tão rudes e não prontas para tratar o próprio paciente antes de visitar este hospital.
1,5,Fui ao Hospital Narayan pela primeira vez com meu pai. Quero compartilhar algumas experiências que gostei muito do serviço lá graças ao médico de emergência Abhishek.
1,5,Eles têm médicos especialistas que fazem os medicamentos certos e ajudam os pacientes a recuperar exames médicos rápidos e obter os medicamentos necessários da farmácia.
1,4,"Amigável para o paciente, cuidando bem do paciente e dando a primeira preferência muito satisfeita ao longo da viagem de 10 meses, obrigado mais uma vez."
1,5,"Olá, obrigado por nos classificarem 5 estrelas, estamos felizes em saber que você teve uma experiência positiva em nossa equipe de cuidados, Narayana Health."
1,5,Ele analisará doenças do relatório para melhor curar seu medicamento sempre eficaz o bom médico para a febre fria de asthama e qualquer alergia relacionada à garganta e também o apoio ao Hospital Narayani é muito bom.
1,5,"5 Estrelas Para a Dra. Manjula HM, ela foi super solidária e atenciosa durante toda a minha gravidez e garantiu que o parto normal é maravilhoso profissionalmente e pessoalmente compassivo e humilde atitude é uma cereja no topo."
1,4,"Tive uma experiência incrível com o Dr. Manjula HM no Hospital Narayana HSR, ela foi muito paciente comigo e me ajudou durante todas as minhas emergências médicas que o hospital também forneceu todas as instalações e apoio necessário."
1,5,"Muito, muito limpo, Dr. Abhinav Sir So Great Good Speak Ele explicou tudo sobre os problemas de saúde do meu filho de uma maneira muito clara."
1,4,Eu tinha realizado um teste de endoscopia e achei a experiência muito muito gerenciada e realizada por acessórios empáticos qualificados e funcionários do hospital em geral uma experiência profissional e muito confortável.
1,5,Visitei para este hospital para consultar o Dr. Karthik S N Medicina Geral. Eu tive um hospital de experiência muito boa também está fornecendo bons serviços a termo de consulta de tratamento de compromisso de avaliação.
1,5,"No início, agradeço à irmã Shireen no OPD, que ontem ajudou a marcar uma consulta com o Dr. Vijay como cidadão supernior, sou ignorante de marcar uma nomeação on -line, restaurando gentilmente nosso antigo tipo de reserva."
1,5,"Tendo tomado cuidado pessoal para me tratar bem e aconselhar mais investigações, eles foram realizados pelo laboratório e pelo USG hoje o máximo de atendimento e a equipe Sharmila e Anu Gowda para toda a ajuda me estendeu."
1,5,"Visitei para tomar minha segunda dose e o processo foi realmente uma hospitalidade suave de todas as equipes, Shanti realmente apreciável tomou um bom cuidado e fornece todos os detalhes antes da vacinação, obrigado."
1,5,"Tive consulta com o Dr. Saji sobre a lesão no quadril de meu pai, foi uma experiência muito boa ter um entendimento claro de problema e recomendação apropriada para o tratamento."
1,4,"Este é um hospital muito bom, médicos muito agradáveis ​​e um bom tratamento em dinheiro, higiênico e boa instalação."
1,5,"Fiquei muito impressionado com o médico e a equipe foi amigável e prestativa, consegui uma consulta que ela teve um tempo para responder a todas as minhas perguntas e me senti confiante em sua capacidade de me ajudar."
1,5,"Coleta de amostra em tempo Primeiro de tempo atencioso e cortês A enfermagem bem participando de cuidados, dando médicos minuciosamente atentos detalhados, bem explicando e o especialista orientador."
1,5,Detalhando minuciosamente provocando e ouvindo pacientemente a enfermação do paciente e as instruções claras custam razoável.
1,4,"O tratamento é realmente incrível, mas as taxas que você está cobrando são realmente uma pessoa normal muito alta, não pode pagar por isso, faça alguma concessão para as pessoas do grupo médio."
1,5,"Sofrendo de dor grave na garganta por 5 dias, o especialista em Dra."
1,5,"Fui visitado o hospital na semana passada, é um hospital de imaginação que todo mundo é muito útil, especialmente a sra. Runa Das, ela é muito útil e muito cooperativa, nunca esqueço sua ajuda durante minha visita."
1,4,Foi uma experiência e equipe incríveis no balcão foram muito operacionais e úteis em todos os meus requisitos no hospital Thnx positivo
1,5,"Visitei Naraya Hrudayalaya para o check -up de saúde durante o fim de semana, geralmente muito lotado e levava cerca de 5 horas para que a equipe de check -up de rotina seja favorável e a limpeza é mantida."
1,5,"Bom serviço de Dilip Kumar, ajudando -nos a terminar as coisas mais rapidamente no OPD."
1,4,"Consultei o Dr. Karthik, senhor, eu diria um dos melhores médicos perto do HSR que ele faz um exame sistemático, sem pressa explica que a questão é calma e não sugerirá um teste desnecessário."
1,5,"Atualmente, eu vi o médico que eles nem tocaram no paciente e nunca usam o Setoscópio Pedir tudo para o paciente e anotar alguns comprimidos, mas Karthik Sir faz através do exame e trata o paciente, agradece o senhor."
1,4,Deve vir para qualquer problema de cardio. Parabéns à organização.
1,5,O hospital não o levará para passear com testes indesejados.
1,5,Os médicos fazem exame físico e com os sintomas achados e sua experiência prosseguem com a medicação.
1,4,Obrigado Doutor and NH Hospital.
1,5,O Dr. Ramesh Patil me examinou com cuidado e satisfeito por todos os meios como neurologista especialista! Ele impressionou profundamente com seu comportamento legal.
